MOVIE_NM,OPEN_DT,GENRE_NM,SP_LANG,GENRE_NM_sorted,SP_LANG_sorted
셜록놈즈,2018-10-03,애니메이션/코미디,,애니메이션/코미디,
허큘리스,2014-08-06,액션/어드벤처,en,액션/어드벤처,en
플로리다프로젝트,2018-03-07,드라마,en/pt/es,드라마,en/es/pt
슈퍼프렌즈,2016-08-10,애니메이션,en,애니메이션,en
숀더쉽,2015-08-13,애니메이션/어드벤처/코미디,en,애니메이션/어드벤처/코미디,en
빅아이즈,2015-01-28,드라마,it/en/fr,드라마,en/fr/it
레전드오브래빗,2012-02-22,애니메이션,,애니메이션,
유스,2016-01-07,드라마,de/es/en,드라마,de/en/es
필립모리스,2010-07-01,코미디/드라마,,드라마/코미디,
옥보단3d,2011-05-12,드라마/성인물(에로),,드라마/성인물(에로),
극장판썬더일레븐go궁극의우정그리폰,2012-05-24,애니메이션,,애니메이션,
신은죽지않았다3어둠속의빛,2018-07-19,드라마,,드라마,
스위치,2010-12-01,멜로/로맨스/코미디,en,로맨스/멜로/코미디,en
와일드,2015-01-22,드라마,,드라마,
짱구는못말려극장판엄청맛있어b급음식서바이벌,2014-04-03,애니메이션,ja,애니메이션,ja
지랄발광17세,2017-06-28,코미디/드라마,,드라마/코미디,
뷰티풀크리처스,2013-04-18,스릴러/액션/판타지/멜로/로맨스,,로맨스/멜로/스릴러/액션/판타지,
더이퀄라이저,2015-01-28,액션/범죄/스릴러,,범죄/스릴러/액션,
씬시티다크히어로의부활,2014-09-11,액션/범죄/스릴러,,범죄/스릴러/액션,
파도가지나간자리,2017-03-08,드라마/멜로/로맨스,en,드라마/로맨스/멜로,en
다이노x탐험대,2016-05-04,애니메이션/다큐멘터리,ko,다큐멘터리/애니메이션,ko
출국,2018-11-14,드라마,ko,드라마,ko
아따맘마극장판,2011-02-17,애니메이션/가족/코미디,,가족/애니메이션/코미디,
꼬마참새리차드아프리카원정대,2017-06-15,애니메이션,,애니메이션,
터널3d,2014-08-20,공포(호러)/스릴러,ko,공포(호러)/스릴러,ko
원챈스,2014-03-13,코미디/드라마,,드라마/코미디,
최악의하루,2016-08-25,멜로/로맨스,ja/en/ko,로맨스/멜로,en/ja/ko
지금은맞고그때는틀리다,2015-09-24,드라마,ko,드라마,ko
엑스페리먼트,2010-08-11,드라마/스릴러,,드라마/스릴러,
아무르,2012-12-19,드라마,fr,드라마,fr
프렌즈위드베네핏,2011-10-27,코미디/멜로/로맨스,,로맨스/멜로/코미디,
로스트인더스트,2016-11-03,범죄/드라마,en,드라마/범죄,en
오마이그랜파,2016-03-17,코미디,en,코미디,en
꿀벌하치의대모험,2011-01-13,애니메이션,,애니메이션,
드래곤스펠마법꽃의비밀,2017-08-15,애니메이션/판타지,,애니메이션/판타지,
페이스오브러브,2014-04-16,드라마/멜로/로맨스,en,드라마/로맨스/멜로,en
분신사바2,2014-07-16,공포(호러)/스릴러,,공포(호러)/스릴러,
너와100번째사랑,2017-05-25,드라마/멜로/로맨스,ja,드라마/로맨스/멜로,ja
토토의움직이는숲,2013-06-20,애니메이션,,애니메이션,
오즈신기한마법가루,2017-07-20,애니메이션/어드벤처/가족,,가족/애니메이션/어드벤처,
세인트빈센트,2015-03-05,코미디/드라마,en,드라마/코미디,en
룸,2016-03-03,드라마,en,드라마,en
모데카이,2015-02-18,액션/코미디,,액션/코미디,
엑스마키나,2015-01-21,SF/스릴러,en,SF/스릴러,en
호텔아르테미스,2018-07-18,액션/범죄,fr/en/es,범죄/액션,en/es/fr
쓰리썸머나잇,2015-07-15,코미디,ko,코미디,ko
아더우먼,2014-11-13,코미디/멜로/로맨스,,로맨스/멜로/코미디,
매직인더문라이트,2014-08-20,코미디/드라마/멜로/로맨스,en,드라마/로맨스/멜로/코미디,en
노다메칸타빌레vol1,2010-09-09,코미디/드라마/뮤지컬,,드라마/뮤지컬/코미디,
참을수없는,2010-10-21,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
타임패러독스,2015-01-07,SF/스릴러,en,SF/스릴러,en
어쩌다결혼,2019-02-27,멜로/로맨스/코미디,ko,로맨스/멜로/코미디,ko
러덜리스,2015-07-09,코미디/드라마,en,드라마/코미디,en
엽기적인그녀2,2016-05-12,멜로/로맨스/코미디,ko/ zh,로맨스/멜로/코미디, zh/ko
하이큐끝과시작,2016-11-16,애니메이션,,애니메이션,
오두막,2017-04-20,드라마,,드라마,
피치퍼펙트언프리티걸즈,2015-05-28,코미디/뮤지컬,en,뮤지컬/코미디,en
조조황제의반란,2012-10-18,사극,,사극,
브릭맨션통제불능범죄구역,2014-08-27,액션/범죄/드라마,,드라마/범죄/액션,
회초리,2011-05-19,드라마,ko,드라마,ko
극장판포켓몬스터ag아름다운소원의별지라치,2014-08-13,애니메이션,ja,애니메이션,ja
쿵후팬더영웅의탄생,2013-07-04,애니메이션,,애니메이션,
센츄리온,2010-08-26,액션/드라마/스릴러,,드라마/스릴러/액션,
피라냐3dd,2012-08-01,공포(호러)/스릴러/코미디,,공포(호러)/스릴러/코미디,
로맨틱헤븐,2011-03-24,드라마,ko,드라마,ko
베니싱,2011-03-31,미스터리,,미스터리,
위자,2015-04-16,미스터리/공포(호러),,공포(호러)/미스터리,
리스본행야간열차,2014-06-05,미스터리/멜로/로맨스/스릴러,en,로맨스/멜로/미스터리/스릴러,en
바다탐험대옥토넛시즌4더파이널,2017-06-01,애니메이션/어드벤처,ko,애니메이션/어드벤처,ko
두개의문,2012-06-21,다큐멘터리,,다큐멘터리,
나우이즈굿,2012-11-08,드라마/멜로/로맨스,,드라마/로맨스/멜로,
파워레인져스더비기닝,2017-04-20,액션/어드벤처/판타지/SF,,SF/액션/어드벤처/판타지,
언더월드블러드워,2016-11-30,액션/판타지/공포(호러),en,공포(호러)/액션/판타지,en
쿰바반쪽무늬얼룩말의대모험,2014-09-04,애니메이션/어드벤처/가족,,가족/애니메이션/어드벤처,
화이트고릴라,2013-10-31,애니메이션,,애니메이션,
로망,2019-04-03,멜로/로맨스,ko,로맨스/멜로,ko
청원,2011-11-02,드라마,,드라마,
프란시스하,2014-07-17,코미디/멜로/로맨스,en,로맨스/멜로/코미디,en
모뉴먼츠맨세기의작전,2014-02-27,액션/드라마,en/de/ru/fr,드라마/액션,de/en/fr/ru
더서클,2017-06-22,드라마/SF/스릴러,en,SF/드라마/스릴러,en
정글히어로,2014-10-02,애니메이션,en,애니메이션,en
투마더스,2013-08-22,드라마,,드라마,
돈비어프레이드어둠속의속삭임,2011-08-25,공포(호러)/스릴러,en,공포(호러)/스릴러,en
극장판도라에몽신진구의버스오브재팬,2016-12-21,애니메이션,,애니메이션,
미트페어런츠3,2011-03-31,코미디,,코미디,
극장판메탈베이블레이드vs태양작열의침략자솔블레이즈,2011-01-05,애니메이션,,애니메이션,
바다탐험대옥토넛시즌4늪지탐험선k,2016-09-28,애니메이션,,애니메이션,
마일22,2018-08-23,액션/어드벤처/스릴러,,스릴러/액션/어드벤처,
인보카머스,2014-08-21,공포(호러),,공포(호러),
세상에서고양이가사라진다면,2016-11-09,드라마,ja,드라마,ja
어카운턴트,2016-10-13,액션/스릴러,,스릴러/액션,
브라더스,2010-05-05,드라마/전쟁,,드라마/전쟁,
번개맨,2016-02-11,판타지/가족,ko,가족/판타지,ko
어거스트가족의초상,2014-04-03,드라마,en,드라마,en
하이힐을신고달리는여자,2012-02-02,코미디,en,코미디,en
이퀄스,2016-08-31,드라마/SF,en,SF/드라마,en
인생후르츠,2018-12-06,다큐멘터리,ja,다큐멘터리,ja
스티브잡스,2016-01-21,드라마,en,드라마,en
달라스바이어스클럽,2014-03-06,드라마,en/ja,드라마,en/ja
우리선희,2013-09-12,드라마,ko,드라마,ko
피노키오당나귀섬의비밀,2013-04-25,애니메이션/코미디/드라마,,드라마/애니메이션/코미디,
닥터,2013-06-20,스릴러,ko,스릴러,ko
토니스토리깡통제국의비밀,2013-07-18,애니메이션,,애니메이션,
올더머니,2018-02-01,범죄/드라마/미스터리/스릴러,en,드라마/미스터리/범죄/스릴러,en
여곡성,2018-11-08,공포(호러)/미스터리,ko,공포(호러)/미스터리,ko
주문진,2010-01-21,드라마/멜로/로맨스/판타지,ko,드라마/로맨스/멜로/판타지,ko
아이엠스타뮤직어워드,2016-09-14,애니메이션,,애니메이션,
mr아이돌,2011-11-03,드라마,ko,드라마,ko
올레,2016-08-25,드라마/코미디,ko,드라마/코미디,ko
그을린사랑,2011-07-21,드라마,fr/ar/en,드라마,ar/en/fr
더바디,2014-05-22,스릴러,,스릴러,
라스트스탠드,2013-02-21,액션,en,액션,en
우리도사랑일까,2012-09-27,멜로/로맨스/코미디,,로맨스/멜로/코미디,
리틀메딕몸속탐험대,2016-11-24,애니메이션/가족,,가족/애니메이션,
선생님의일기,2016-11-02,멜로/로맨스/드라마,th,드라마/로맨스/멜로,th
골든슬럼버,2010-08-26,스릴러,,스릴러,
천녀유혼,2011-05-12,SF/판타지/멜로/로맨스,,SF/로맨스/멜로/판타지,
레지던트,2011-06-02,스릴러/공포(호러),,공포(호러)/스릴러,
다크플레이스,2015-07-15,드라마/미스터리/스릴러,,드라마/미스터리/스릴러,
패트리어트데이,2017-04-06,드라마/스릴러,ar/en/zh,드라마/스릴러,ar/en/zh
극장판파워레인저애니멀포스vs닌자포스미래에서온메시지,2017-11-09,액션,,액션,
레터스투갓,2016-02-25,가족/드라마,en/tr,가족/드라마,en/tr
여대생기숙사,2010-06-23,공포(호러)/스릴러,,공포(호러)/스릴러,
블리츠,2011-12-07,스릴러/드라마,,드라마/스릴러,
더크리스마스,2017-12-21,애니메이션/어드벤처,en,애니메이션/어드벤처,en
돌이킬수없는,2010-11-04,미스터리/드라마,ko,드라마/미스터리,ko
사랑한다사랑하지않는다,2011-03-03,멜로/로맨스,ko,로맨스/멜로,ko
패터슨,2017-12-21,드라마,en,드라마,en
데몰리션,2016-07-13,드라마,en,드라마,en
정글번치빙산으로의귀환,2013-10-02,애니메이션,,애니메이션,
베리드,2010-12-08,드라마,,드라마,
레오나르도다빈치,2018-04-26,애니메이션,,애니메이션,
보루토나루토더무비,2015-12-10,애니메이션,,애니메이션,
엘라의모험2백설공주길들이기,2010-02-25,가족/애니메이션/어드벤처,,가족/애니메이션/어드벤처,
극장판파워레인저닌자포스vs트레인포스닌자인원더랜드,2016-11-03,액션,,액션,
아메리칸,2010-12-29,범죄/드라마,,드라마/범죄,
뷰티풀투모로우,2017-10-26,드라마,ko,드라마,ko
로우리스나쁜영웅들,2012-10-18,액션/범죄,en,범죄/액션,en
히트맨에이전트47,2015-09-03,액션/범죄/스릴러,en,범죄/스릴러/액션,en
경주,2014-06-12,드라마/코미디/멜로/로맨스,ko,드라마/로맨스/멜로/코미디,ko
리틀프린세스소피아신비한섬,2017-09-28,애니메이션/어드벤처/가족/판타지/뮤지컬,,가족/뮤지컬/애니메이션/어드벤처/판타지,
극장판쿠로코의농구라스트게임,2017-04-27,애니메이션,,애니메이션,
언피니시드,2011-10-06,드라마/스릴러,,드라마/스릴러,
기생수파트2,2015-05-07,SF/스릴러,ja,SF/스릴러,ja
위아영,2015-05-14,코미디/드라마,,드라마/코미디,
에브리바디올라잇,2010-09-02,코미디/드라마,,드라마/코미디,
황당한외계인폴,2011-04-07,코미디/SF,,SF/코미디,
디센트part2,2010-08-11,공포(호러)/스릴러/어드벤처,,공포(호러)/스릴러/어드벤처,
톨스토이의마지막인생,2010-12-15,드라마/멜로/로맨스,,드라마/로맨스/멜로,
에반게리온q,2013-04-25,애니메이션,ja,애니메이션,ja
헤드,2011-05-26,액션/스릴러,ko,스릴러/액션,ko
아더와미니모이3두세계의전쟁,2015-11-05,애니메이션,,애니메이션,
주온더파이널,2015-10-01,공포(호러),,공포(호러),
바다탐험대옥토넛시즌4빙하탐험선s,2016-02-25,애니메이션,,애니메이션,
결정적한방,2011-12-07,코미디/드라마,ko,드라마/코미디,ko
바다탐험대옥토넛시즌4바다괴물대소동,2017-01-25,애니메이션/어드벤처,,애니메이션/어드벤처,
내여자친구의결혼식,2011-08-25,코미디,,코미디,
휴고,2012-02-29,가족,,가족,
산타의매직크리스탈,2013-11-28,애니메이션/어드벤처/코미디,,애니메이션/어드벤처/코미디,
바운티헌터,2010-04-15,멜로/로맨스/코미디,,로맨스/멜로/코미디,
극장판유희왕시공을초월한우정,2011-02-24,애니메이션,,애니메이션,
두남자,2016-11-30,범죄/액션,ko,범죄/액션,ko
님포매니악볼륨1,2014-06-18,드라마,en,드라마,en
극장판아따맘마3d엄마는초능력자,2011-09-08,애니메이션,,애니메이션,
행오버2,2011-08-25,코미디,,코미디,
번개맨과신비의섬,2018-04-05,가족/뮤지컬,ko,가족/뮤지컬,ko
더퍼지거리의반란,2014-08-27,공포(호러)/스릴러,,공포(호러)/스릴러,
엽문2,2010-06-16,액션/드라마,,드라마/액션,
극장판가면라이더vs파워레인저슈퍼히어로대전,2014-01-23,액션,,액션,
극장판숲의요정페어리루크리스마스의기적마법의날개,2017-12-14,애니메이션,,애니메이션,
고녀석맛나겠다,2011-07-07,애니메이션,,애니메이션,
00mhz,2019-05-29,공포(호러),ko,공포(호러),ko
트럼보,2016-04-07,드라마,en,드라마,en
파더앤도터,2015-12-10,드라마,en,드라마,en
소공녀,2018-03-22,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
바다탐험대옥토넛시즌4아슬아슬구조대작전,2016-06-02,애니메이션/어드벤처,,애니메이션/어드벤처,
킬링디어,2018-07-12,스릴러,en,스릴러,en
순종,2016-11-17,다큐멘터리,ko,다큐멘터리,ko
더랍스터,2015-10-29,판타지/멜로/로맨스,en/fr,로맨스/멜로/판타지,en/fr
엘리엇과산타썰매단,2018-12-12,애니메이션/가족,,가족/애니메이션,
웃는남자,2013-03-28,미스터리/판타지,,미스터리/판타지,
나의붉은고래,2017-06-15,애니메이션/판타지,zh,애니메이션/판타지,zh
1919유관순,2019-03-14,다큐멘터리,ko,다큐멘터리,ko
어드리프트우리가함께한바다,2018-09-06,멜로/로맨스/드라마,,드라마/로맨스/멜로,
듀데이트,2010-11-24,코미디,,코미디,
마미,2014-12-18,드라마,fr/en,드라마,en/fr
하하하,2010-05-05,드라마/멜로/로맨스,ko,드라마/로맨스/멜로,ko
교회오빠,2019-05-16,다큐멘터리,ko,다큐멘터리,ko
달빛길어올리기,2011-03-17,드라마,ko,드라마,ko
밤의해변에서혼자,2017-03-23,드라마,ko,드라마,ko
다이애나,2014-03-06,드라마/멜로/로맨스,,드라마/로맨스/멜로,
극장판프랭키와친구들생명의나무,2016-04-13,애니메이션,,애니메이션,
드래곤블레이드,2015-03-12,액션/어드벤처,,액션/어드벤처,
극장판프리파라모두의동경렛츠고프리파리,2017-12-28,애니메이션,,애니메이션,
대니콜린스,2015-09-30,드라마,,드라마,
돌아온파워레인저미라클포스,2012-02-29,액션/드라마,,드라마/액션,
헌터킬러,2018-12-06,액션/스릴러,en/ru,스릴러/액션,en/ru
나이트크롤러,2015-02-26,범죄/드라마/스릴러,en,드라마/범죄/스릴러,en
더보이,2016-06-01,공포(호러)/스릴러,,공포(호러)/스릴러,
매직빈,2018-05-03,애니메이션,,애니메이션,
래빗스쿨,2017-11-23,애니메이션/가족,en/de,가족/애니메이션,de/en
고녀석맛나겠다2함께라서행복해,2015-07-29,애니메이션/가족/어드벤처,en,가족/애니메이션/어드벤처,en
워터포엘리펀트,2011-05-04,드라마,,드라마,
더라이트악마는있다,2011-04-20,미스터리/스릴러,,미스터리/스릴러,
백설공주사라진아빠를찾아서,2016-09-29,애니메이션/가족,en,가족/애니메이션,en
그물,2016-10-06,드라마,ko,드라마,ko
드레스메이커,2016-02-11,드라마,en,드라마,en
빅뱅메이드,2016-06-30,다큐멘터리,,다큐멘터리,
위시어폰,2017-07-20,공포(호러),,공포(호러),
대지진,2010-11-04,드라마,,드라마,
파라노말액티비티더고스트디멘션,2016-04-21,미스터리/공포(호러),,공포(호러)/미스터리,
헤이와이어,2012-07-05,액션/스릴러/미스터리/어드벤처/드라마,en/es,드라마/미스터리/스릴러/액션/어드벤처,en/es
파라노말액티비티4,2012-10-25,스릴러/공포(호러),,공포(호러)/스릴러,
잡아야산다,2016-01-07,코미디/액션,ko,액션/코미디,ko
왓칭,2019-04-17,공포(호러)/스릴러,ko,공포(호러)/스릴러,ko
살인소설,2012-11-15,미스터리/스릴러,en/pt/fr/br,미스터리/스릴러,br/en/fr/pt
5일의마중,2014-10-08,멜로/로맨스/드라마,zh,드라마/로맨스/멜로,zh
맨체스터바이더씨,2017-02-15,드라마,,드라마,
