,?MOVIE_NM,OPEN_DT,NATION_NM,COMPANY_NM
3639,풍경,2013-12-12,한국,㈜인디스토리
3640,플라워즈,2011-05-19,일본,(주)씨네마드마농
3641,망원동인공위성,2015-02-05,한국,(주)시네마달
3642,에덴동물원사수대작전,2015-09-03,일본,(주)팝엔터테인먼트
3643,레트리뷰션응징의날,2016-03-30,스페인,노바엔터테인먼트 
3644,리브어게인,2018-04-26,미국,그린나래미디어(주)
3645,어떤이의꿈,2015-11-26,한국,하준사
3646,식물도감,2018-06-21,일본,(주)라이크 콘텐츠
3647,백설공주살인사건,2015-02-12,일본,주식회사 씨네룩스
3648,히에로니무스보쉬의기이한세계,2018-01-18,영국,메가박스중앙(주)
3649,오텔로,2013-12-21,독일,(주)케빈앤컴퍼니
3650,먹이사슬,2014-09-17,한국,노바엔터테인먼트 
3651,가족시네마,2012-11-08,한국,골든타이드픽처스(주)
3652,반도에살어리랏다,2018-01-25,한국,씨앗/애니메이션 배급
3653,크리미널게임보석사기단,2019-01-23,캐나다,와이드 릴리즈(주)
3654,하루,2013-11-28,일본,(주)미디어데이
3655,브레이븐,2018-09-13,캐나다,글뫼 주식회사
3656,벨빌의세쌍둥이,2016-10-27,벨기에/영국/캐나다/프랑스,찬란
3657,인피니티포스독수리오형제최후의심판,2018-10-18,일본,와이드 릴리즈(주)
3658,굿바이홈런,2013-02-14,한국,시네마달
3659,뮤지엄,2017-05-18,일본,주식회사 더쿱
3660,비바프랑스,2013-08-22,프랑스,(주)미디어데이
3661,헬페스트,2018-12-13,미국,(주)삼백상회
3662,초이스,2018-11-08,미국,(주)박수엔터테인먼트
3663,소성리,2018-08-16,한국,(주)시네마달
3664,학교가는길,2014-11-27,한국,주식회사 마운틴픽쳐스
3665,신밧드의7대모험,2013-08-08,미국,(주)케이알씨지
3666,어느독재자,2017-04-06,독일/영국/프랑스,주식회사 디에스이이디
3667,스파이넥스트도어,2011-12-15,미국,(주)넥스트엔터테인먼트월드(NEW)
3668,갓즈포켓,2016-01-28,미국,와이드 릴리즈(주)
3669,마린스키발레호두까기인형3d,2012-12-06,러시아,(주)인스터피씨엠
3670,토스카,2018-05-05,미국,(주)인스터피씨엠
3671,파이어위드파이어,2013-02-21,미국,(주)영화사폴
3672,선희와슬기,2019-03-27,한국,(주)리틀빅픽쳐스
3673,반드시크게들을것,2010-04-22,한국,㈜인디스토리
3674,블랑섹의기이한모험,2013-02-07,영국,(주)소나무픽쳐스
3675,애프터루시아,2013-09-26,멕시코/프랑스,(주)팝엔터테인먼트
3676,세이브어라이프,2010-11-11,미국,주식회사 마운틴픽쳐스
3677,얼굴들,2019-01-24,한국,(주)시네마달
3678,비트윈랜드앤씨,2018-08-09,아일랜드,주식회사 씨네룩스
3679,당신의세상은지금몇시,2015-11-19,이란/프랑스,알토미디어(주)
3680,외사경찰,2012-11-08,일본,(주)마인스 엔터테인먼트
3681,황제암살단,2014-10-08,베트남,(주)소나무픽쳐스
3682,메이지가알고있었던일,2014-03-27,미국,(주)미디어데이
3683,무사노보우최후의결전,2014-06-05,일본,스크린조이
3684,아이다,2018-04-04,독일,(주)케빈앤컴퍼니
3685,파리오페라,2018-05-17,프랑스,주식회사 더쿱
3686,잠못드는밤,2013-05-30,한국,㈜인디스토리
3687,바다의뚜껑,2016-09-29,일본,(주)영화사 안다미로
3688,반드시크게들을것2wilddays,2012-11-22,한국,㈜인디스토리
3689,다니엘바렌보임과서동시집오케스트라,2012-09-06,독일,(주)영화사 진진
3690,미스진은예쁘다,2013-03-14,한국,어뮤즈
3691,하루,2015-08-06,이란,THE 픽쳐스
3692,원나잇온리,2014-07-03,한국,(주)레인보우팩토리
3693,로스트인베이징,2012-07-12,중국,프리비젼엔터테인먼트
3694,페르소나,2013-07-25,스웨덴,㈜영화사 백두대간
3695,두부요괴,2013-11-28,일본,(주)머스트씨무비
3696,리턴드,2014-10-30,스페인,와이드 릴리즈(주)
3697,아프리칸닥터,2016-11-03,프랑스,M&M 인터내셔널
3698,쇼트피스,2014-04-17,일본,(주)도키엔터테인먼트
3699,우리만난적있나요,2010-11-25,한국,코리아 코어 컨텐츠
3700,나미야잡화점의기적또하나의이야기,2018-11-08,중국,윤스
3701,땡큐포유어서비스,2017-12-07,미국,씨제이이앤엠(주)
3702,벨라키스,2014-07-30,독일,(주)에이블엔터테인먼트
3703,브라더후드,2010-11-18,미국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
3704,시선사이,2016-06-09,한국,(주)영화사 진진
3705,미친개들,2016-07-07,캐나다/프랑스,(주)디스테이션
3706,배드캅,2017-11-07,미국,(주)영화사 안다미로
3707,킹스글레이브파이널판타지xv,2016-08-25,일본,유니버설픽쳐스인터내셔널 코리아(유)
3708,한강에게,2019-04-04,한국,㈜인디스토리
3709,불안한외출,2015-12-10,한국,불안한외출배급위원회/홀리가든
3710,거꾸로된파테마,2014-04-17,일본,에이원엔터테인먼트
3711,오슬로의이상한밤,2011-02-10,노르웨이,이미지팩토리
3712,투라이프,2015-05-07,프랑스,주식회사 씨네룩스
3713,스시장인지로의꿈,2012-09-27,미국,찬란
3714,바르샤드림스,2016-05-04,스페인,(주)디스테이션/(주)싸이더스
3715,파파오랑후탄,2018-04-19,한국,파이오니아21
3716,은어,2011-09-29,한국,(주)갑종무비필름
3717,지휘자를위한1분,2014-12-04,스페인/이탈리아,(주)영화사 진진
3718,불륜의시대,2013-02-14,한국,(주)키노아이디엠씨
3719,드리프트,2013-08-22,호주,씨네그루(주)다우기술
3720,레이징피닉스,2010-03-25,태국,(주)디지탈케이아이엔
3721,지렁이,2017-04-20,한국,투썸업픽쳐스
3722,애즈갓커맨즈,2010-04-01,이탈리아,프리비젼엔터테인먼트
3723,웨이스트랜드,2014-04-03,브라질/영국,(주)나이너스엔터테인먼트
3724,삼손,2018-04-19,미국,(주)드림팩트엔터테인먼트
3725,백사대전,2011-11-17,중국,(주)누리픽쳐스
3726,나는아들을사랑하지않는다,2017-11-30,노르웨이,주식회사 씨네룩스
3727,홀리워킹데이,2016-06-30,한국,무브먼트
3728,올리브올리브,2017-07-13,한국,(주)시네마달
3729,라보엠,2014-08-02,미국,(주)인스터피씨엠
3730,사랑의묘약,2018-07-07,미국,(주)인스터피씨엠
3731,도약선생,2011-06-30,한국,(주)영화사 조제
3732,블루룸,2015-08-13,프랑스,주식회사 쇼미미디어앤트레이딩
3733,용문비갑,2012-03-15,중국/홍콩,(주)누리픽쳐스
3734,바람의춤꾼,2017-06-06,한국,강 컨텐츠
3735,아이애나,2013-06-06,독일/영국/프랑스,찬란
3736,만찬,2014-01-23,한국,㈜인디스토리
3737,핸즈오브스톤,2016-12-08,기타/미국,(주)이수C&E
3738,천사의숨소리,2012-02-23,한국,롤러코스터
3739,돈지오반니,2017-01-07,미국,(주)인스터피씨엠
3740,위시아이워즈히어,2015-09-10,미국,(주)영화사 안다미로
3741,황금을안고튀어라,2013-10-10,일본,(주)미디어데이
3742,스퀴즈,2016-11-10,미국,(주)드림팩트엔터테인먼트/시네마 뉴원
3743,우리는썰매를탄다,2018-03-07,한국,(주)콘텐츠 난다긴다
3744,기생꽃의고백,2018-01-25,한국,필름에이픽쳐스
3745,오빠가돌아왔다,2014-03-20,한국,주식회사 마운틴픽쳐스
3746,행맨,2019-01-23,미국,(주)박수엔터테인먼트
3747,라라,2018-02-22,한국,(주)영화사 그램
3748,영혼의순례길,2018-05-24,중국,(주)영화사오원
3749,탈주,2010-09-02,한국,㈜인디스토리
3750,일트로바토레,2016-01-16,미국,(주)인스터피씨엠
3751,바람의검심전설의최후편,2015-03-05,일본,㈜T-JOY/메가박스중앙(주)플러스엠
3752,수색역,2016-03-31,한국,주식회사 씨네룩스
3753,트레이터,2017-08-03,영국,아이 엠
3754,밤치기,2018-11-01,한국,무브먼트
3755,극장판테니스의왕자영국식테니스성결전,2011-12-15,일본,(주)미디어데이
3756,안티포르노,2017-06-15,일본,(주)오렌지옐로우하임/홀리가든
3757,작은형,2016-11-30,한국,파인스토리
3758,돈슬립,2017-07-19,미국,(주)제이앤씨미디어그룹
3759,라보엠,2014-12-20,독일,(주)쓰리캣프로덕션
3760,악질경찰,2011-11-10,미국,팝엔터테인먼트
3761,스카이크롤러,2010-10-28,일본,예지림엔터테인먼트
3762,괜찮아3반,2013-09-05,일본,(주)팝엔터테인먼트
3763,립반윙클의신부스페셜에디션,2016-10-13,일본,TCO(주)더콘텐츠온/주식회사 더쿱
3764,위시업,2018-12-13,미국,(주)영화사 그램
3765,개에게처음이름을지어준날,2017-04-06,일본,(주)퍼스트런/글뫼 주식회사
3766,맥베드,2013-07-04,호주,스크린조이
3767,레이징피닉스2여자옹박의귀환,2013-02-15,태국,(주)소나무픽쳐스
3768,악인은살아있다,2015-07-16,한국,예지림엔터테인먼트
3769,징기스칸제국의건설,2013-02-08,몽고,(주)소나무픽쳐스
3770,캔유필잇,2012-07-26,미국,어뮤즈
3771,로사,2014-05-29,한국,와이드 릴리즈(주)
3772,소꿉놀이,2016-02-25,한국,(주)시네마달
3773,벤다빌릴리,2013-10-17,프랑스,㈜영화사 백두대간
3774,식스빌로우,2018-01-25,미국,주식회사 디에스이이디
3775,바람의색,2018-04-05,일본,(주)스톰픽쳐스코리아
3776,잠자는숲속의미녀와야수,2014-07-15,미국,스크린조이
3777,변태가면,2013-11-14,일본,에이원엔터테인먼트
3778,퀸카가아니어도좋아,2016-02-25,미국,와이드 릴리즈(주)
3779,일만명의성자들,2016-04-21,미국,THE 픽쳐스
3780,허니,2013-09-26,독일/터키/프랑스,㈜영화사 백두대간
3781,네온데몬,2016-10-20,덴마크/미국/프랑스,주식회사 쇼미미디어앤트레이딩
3782,헬벤더스최후의성전,2014-05-01,미국,(주)소나무픽쳐스
3783,라폴로니드관용의집,2012-09-20,프랑스,(주)액티버스엔터테인먼트
3784,투올드힙합키드,2012-09-13,한국,(주)시네마달
3785,포가튼잊혀진소녀,2013-09-05,독일,㈜영화사 백두대간
3786,울보권투부,2015-10-29,한국,㈜인디스토리
3787,우리손자베스트,2016-12-08,한국,(주)인디플러그
3788,싱오버미,2015-09-24,미국,문화선교연구원
3789,파라다이스러브,2013-10-17,독일/오스트리아 /프랑스,(주)월드시네마
3790,괴테스쿨의사고뭉치들,2014-11-20,독일,에이원엔터테인먼트
3791,극장판푸른강철의아르페지오아르스노바dc,2015-06-18,일본,(주)머스트씨무비릴리징컴퍼니
3792,우주의크리스마스,2016-10-13,한국,(주)인디플러그
3793,하늘의황금마차,2014-09-04,한국,(주)영화사 진진
3794,허니문,2015-07-23,미국,와이드 릴리즈(주)
3795,레드마리아,2012-04-26,한국,(주)시네마달
3796,비념,2013-04-03,한국,㈜인디스토리
3797,링,2013-07-25,한국,㈜인디스토리
3798,100미터,2017-07-20,스페인,㈜코리아스크린/와이드 릴리즈(주)
3799,라트라비아타,2017-08-05,미국,(주)인스터피씨엠
3800,소년파르티잔,2016-03-10,호주,찬란
3801,도쿄트라이브,2015-06-18,일본,어뮤즈
3802,프레셔스카고프로범죄단,2016-09-01,미국,(주)드림팩트엔터테인먼트
3803,천화,2018-01-25,한국,(주)맑은시네마
3804,오토마타,2014-10-23,미국/스페인,(주)지어소프트
3805,돈맛,2016-09-29,한국,(주)박수엔터테인먼트
3806,아메리카파이19금여배우들,2013-02-28,미국,(주)소나무픽쳐스
3807,22년후의고백,2018-01-17,일본,(주)영화사오원
3808,모놀리스,2017-04-20,이탈리아,이언픽쳐스
3809,시선너머,2011-04-28,한국,㈜인디스토리
3810,고야살과피의환상,2017-11-30,영국,메가박스중앙(주)
3811,몽키킹손오공의탄생,2014-12-10,중국,주식회사 마운틴픽쳐스
3812,컴퍼니유킵,2013-12-05,미국,(주)미디어데이
3813,슬랩스틱브라더스,2012-02-09,일본,(주)키노아이디엠씨
3814,옹박영웅의탄생,2013-02-21,말레이시아,(주)소나무픽쳐스
3815,캄포스,2016-05-12,미국/스페인,와이드 릴리즈(주)
3816,어느날사랑이걸어왔다,2012-12-13,그리스/프랑스,(주)싸이더스
3817,훌리오와에밀리아,2012-08-30,아르헨티나/칠레/포르투갈/프랑스,찬란
3818,트랜스머신만테라,2014-07-15,말레이시아,스크린조이
3819,영도다리,2010-07-01,한국,주식회사 마운틴픽쳐스
3820,딱따구리와비,2012-05-03,일본,(주)영화사 조제
3821,엄마와나그리고나의커밍아웃,2014-06-05,프랑스,판씨네마(주)
3822,사대명포2,2014-01-16,중국/홍콩,(주)디앤아이컴퍼니 
3823,홀리,2013-06-20,한국,(주)액티버스엔터테인먼트
3824,그참을수없는맛,2014-07-09,한국,(주)케이알씨지
3825,아이엠낫유어니그로,2018-02-08,미국/벨기에/스위스/프랑스,와이드 릴리즈(주)
3826,투란도트,2018-08-26,독일,(주)케빈앤컴퍼니
3827,녀녀녀,2014-04-10,한국,골든타이드픽처스(주)
3828,나쁜놈이더잘잔다,2010-06-24,한국,(주)키노아이디엠씨
3829,움,2012-02-23,독일/프랑스/헝가리,주식회사 마운틴픽쳐스
3830,원나잇스탠드,2010-05-04,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
3831,너와극장에서,2018-06-28,한국,서울독립영화제
3832,나는야한여자가좋다,2014-07-10,한국,(주)케이알씨지
3833,컴투게더,2017-05-11,한국,스토리 너머/파인스토리
3834,그랜드센트럴,2014-09-18,오스트리아 /프랑스,(주)씨에이씨엔터테인먼트
3835,이세상의한구석에,2017-11-16,일본,(주)에이원엔터테인먼트
3836,조,2014-07-03,미국,와이드 릴리즈(주)
3837,10아이템오어레스,2013-06-13,미국,(주)액티버스엔터테인먼트
3838,펫,2016-11-30,미국/스페인,(주)영화사선
3839,오버드라이브,2017-12-14,프랑스,(주)영화사오원
3840,에덴로스트인뮤직,2015-10-29,프랑스,찬란
3841,키사라기미키짱,2010-02-11,일본,주식회사 마운틴픽쳐스
3842,스노우맨,2017-12-14,미국,유니버설픽쳐스인터내셔널 코리아(유)
3843,남자대여자섹스가문제다,2013-05-03,이탈리아,(주)소나무픽쳐스
3844,셀러브리티섹스테이프,2013-06-27,미국,(주)스넵쏘울
3845,설마그럴리가없어,2012-06-21,한국,(주)영화사 조제
3846,대마술사,2013-05-17,중국/홍콩,(주)소나무픽쳐스
3847,숫호구,2014-08-07,한국,(주)엣나인필름
3848,스시걸,2013-11-13,미국,스크린조이
3849,정사두여자와의로맨스,2013-04-19,미국,(주)소나무픽쳐스
3850,009사이보그,2013-05-09,일본,㈜T-JOY/씨너스엔터테인먼트(주)
3851,레인보우나의사랑,2019-01-03,이탈리아/프랑스,(주)마노엔터테인먼트
3852,지옥이뭐가나빠,2014-11-13,일본,㈜T-JOY/메가박스중앙(주)플러스엠
3853,친구의아내를탐하다,2013-05-31,체코,(주)소나무픽쳐스
3854,광대를위한슬픈발라드,2012-08-09,스페인/프랑스,오드
3855,권법쿵푸의신,2013-08-02,홍콩,(주)소나무픽쳐스
3856,한강블루스,2016-09-22,한국,(주)맑은시네마
3857,에스엠타운라이브인도쿄스페셜에디션3d,2012-10-11,한국,(주)에스비에스콘텐츠허브
3858,해밀턴2살인면허,2013-06-14,스웨덴,(주)소나무픽쳐스
3859,스티븐시걸의리벤지,2013-06-28,미국,(주)소나무픽쳐스
3860,포르노그래픽러브,2013-08-09,불가리아,(주)소나무픽쳐스
3861,언디스퓨티드1대100의혈투,2013-06-07,캐나다,(주)소나무픽쳐스
3862,어펜더범죄와의전쟁,2013-04-26,영국,(주)소나무픽쳐스
3863,아웃포스트블랙선,2013-06-20,영국,(주)소나무픽쳐스
3864,뜨거운욕망,2013-07-12,프랑스,(주)소나무픽쳐스
3865,식스블릿츠분노의추적,2013-08-16,미국,(주)소나무픽쳐스
3866,사랑의유효기간은3년,2014-02-13,프랑스,(주)더블앤조이픽쳐스
3867,시체전문처리반스머글러,2013-09-05,일본,(주)미디어데이
3868,일본패망하루전,2016-08-11,일본,(주)모멘텀엔터테인먼트/(주)시네마엔터
3869,원피스에피소드오브나미항해사의눈물과동료의인연,2014-11-06,일본,와이드 릴리즈(주)
3870,드래곤빌리지화이트니스타운을구하라,2017-06-08,한국,(주)에픽캔
3871,타이치2히어로,2014-07-24,중국,스크린조이
3872,두번째여름두번다시만날수없는너,2019-01-23,일본,(주)브리즈픽처스/(주)영화사오원
3873,드래곤아이즈,2012-12-20,미국,(주)소나무픽쳐스
3874,간츠오,2017-05-11,일본,(주)미디어캐슬
3875,카르멘,2012-11-10,독일,(주)케빈앤컴퍼니
3876,들개들,2014-01-23,한국,골든타이드픽처스(주)
3877,온투어,2012-04-05,프랑스,주식회사 마운틴픽쳐스
