MOVIE_NM,OPEN_DT,NATION_NM,COMPANY_NM
나의절친악당들,2015-06-25,한국,이십세기폭스코리아(주)
카운슬러,2013-11-14,미국/영국,이십세기폭스코리아(주)
죽이고싶은,2010-08-26,한국,롯데쇼핑㈜롯데엔터테인먼트
오션월드3d,2010-08-11,영국,㈜케이디미디어
리딕,2013-11-28,미국,(주)영화사 빅
오늘,2011-10-27,한국,롯데쇼핑㈜롯데엔터테인먼트
심야식당,2015-06-18,일본,(주)영화사 진진
파라노말액티비티3,2011-10-20,미국,씨제이이앤엠(주)
22블렛,2010-10-14,프랑스,㈜케이디미디어
두여자,2010-11-18,한국,씨제이엔터테인먼트
스트리트댄스,2010-06-16,영국,(주)시너지하우스 (시너지)
자백,2016-10-13,한국,(주)엣나인필름
맨홀,2014-10-08,한국,롯데쇼핑㈜롯데엔터테인먼트
클로이,2010-02-25,프랑스,(주)시너지하우스 (시너지)
명탐정코난에피소드원작아진명탐정,2017-02-08,일본,씨제이이앤엠(주)
뮬란전사의귀환,2010-09-02,중국,(유)영화사 화수분/(주)에스비에스콘텐츠허브
버틀러대통령의집사,2013-11-28,미국,(주)넥스트엔터테인먼트월드(NEW)
솔로몬케인,2010-03-25,프랑스/체코/영국,(주)화앤담이엔티
눈길,2017-03-01,한국,(주)엣나인필름/CGV아트하우스
카페소사이어티,2016-09-14,미국,CGV아트하우스
마이리틀자이언트,2016-08-10,미국,월트디즈니컴퍼니코리아(주)
저수지게임,2017-09-07,한국,(주)스마일이엔티
꾸뻬씨의행복여행,2014-11-27,영국/독일/캐나다/남아프리카공화국,그린나래미디어(주)
삼국지명장관우,2011-05-19,홍콩,(주)넥스트엔터테인먼트월드(NEW)
시간위의집,2017-04-05,한국,(주)리틀빅픽쳐스/(주)페퍼민트앤컴퍼니
마이펫오지,2017-02-16,스페인/캐나다,롯데쇼핑㈜롯데엔터테인먼트
러시더라이벌,2013-10-09,미국,롯데쇼핑㈜롯데엔터테인먼트
마법천자문대마왕의부활을막아라,2010-08-19,한국,씨제이엔터테인먼트
썬더일레븐극장판최강군단오우거의습격,2011-05-05,일본,(주)미디어데이
서서평천천히평온하게,2017-04-26,한국,커넥트픽쳐스(주)
애프터라이프,2010-09-02,미국,(주)시너지하우스 (시너지)
그렇게아버지가된다,2013-12-19,일본,(주)티캐스트콘텐츠허브
실버라이닝플레이북,2013-02-14,미국,(주)나이너스엔터테인먼트
러브라이브더스쿨아이돌무비,2015-09-03,일본,(주)박수엔터테인먼트
사다코3d죽음의동영상,2012-06-14,일본,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
극장판도라에몽진구의비밀도구박물관,2013-07-25,일본,롯데쇼핑㈜롯데엔터테인먼트
라스트위치헌터,2015-12-30,미국,TCO(주)더콘텐츠온
리미트리스,2012-07-12,미국,팝엔터테인먼트
퇴마무녀굴,2015-08-20,한국,씨네그루(주)다우기술
헤이트풀8,2016-01-07,미국,(주)누리픽쳐스
죽여주는여자,2016-10-06,한국,CGV아트하우스
라스트나잇,2011-04-07,미국/프랑스,(주)싸이더스
킹오브프리즘프라이드더히어로,2017-06-10,일본,(주)박수엔터테인먼트
짱구는못말려극장판폭풍수면꿈꾸는세계대돌격,2017-01-25,일본,(주)넥스트엔터테인먼트월드(NEW)
파리로가는길,2017-08-03,미국,(주)티캐스트
아티스트,2012-02-16,미국/프랑스,(주)영화사 진진
얼리맨,2018-05-03,영국,(주)이수C&E
부탁하나만들어줘,2018-12-12,미국,(주)팝엔터테인먼트
데블,2010-11-04,미국,유니버설픽쳐스인터내셔널 코리아(유)
감바의대모험,2016-11-10,일본,(주)영화사 빅
극장판소드아트온라인오디널스케일,2017-02-23,일본,(주)박수엔터테인먼트
고스트라이더복수의화신,2012-02-16,미국,롯데쇼핑㈜롯데엔터테인먼트
우먼인블랙,2012-02-16,영국,(주)넥스트엔터테인먼트월드(NEW)/KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
정무문100대1의전설,2011-06-22,홍콩/중국,(주)싸이더스
케로로더무비5기적의사차원섬,2010-04-29,일본,투니버스(주)온미디어
여교사,2017-01-04,한국,필라멘트픽쳐스
8인최후의결사단,2010-01-21,중국,씨제이엔터테인먼트
존윅,2015-01-21,미국,(주)제이앤씨미디어그룹/(주)나이너스엔터테인먼트
명탐정코난전율의악보,2019-02-14,일본,씨제이이앤엠(주)
쏘우3d,2010-11-18,미국/캐나다,㈜케이디미디어
최강전사미니특공대영웅의탄생,2016-02-04,한국,(주)삼지애니메이션
들어는봤니모건부부,2010-01-28,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
로맨틱크라운,2011-08-17,미국,(주)싸이더스
터키,2014-07-31,미국,롯데쇼핑㈜롯데엔터테인먼트
극장판도라에몽진구의우주영웅기스페이스히어로즈,2015-09-17,일본,(주)와우픽쳐스
미라클벨리에,2015-08-27,프랑스,(주)영화사 진진
다이노소어어드벤처백악기공룡대백과,2016-05-04,영국,(주)박수엔터테인먼트/(주)애니플러스
배우는배우다,2013-10-24,한국,(주)넥스트엔터테인먼트월드(NEW)
안녕나의소녀,2018-05-16,대만,오드
셀프리스,2015-09-10,미국,(주)이수C&E
스틸앨리스,2015-04-29,미국,그린나래미디어(주)
직쏘,2017-11-02,미국,㈜코리아스크린
러브앤프렌즈,2011-06-16,미국,롯데쇼핑㈜롯데엔터테인먼트
극장판파워레인저캡틴포스vs미라클포스199히어로대결전,2012-12-13,일본/네덜란드,롯데쇼핑㈜롯데엔터테인먼트
캣츠앤독스2,2010-09-16,미국/오스트리아 ,워너브러더스 코리아(주)
당갈,2018-04-25,인도,(주)넥스트엔터테인먼트월드(NEW)
프로포즈데이,2010-04-08,미국,유니버설픽쳐스인터내셔널 코리아(유)
더콘서트,2010-11-25,프랑스/이탈리아/벨기에/루마니아,유니버설픽쳐스인터내셔널 코리아(유)
피터와드래곤,2016-09-28,미국,월트디즈니컴퍼니코리아(주)
히트,2011-10-13,한국,(주)넥스트엔터테인먼트월드(NEW)
베이블레이드버스트갓갓발키리의탄생,2017-06-01,일본,씨제이이앤엠(주)
할로윈,2018-10-31,미국,유니버설픽쳐스인터내셔널 코리아(유)
맨프롬uncle,2015-10-28,미국,워너브러더스 코리아(주)
레드스패로,2018-02-28,미국,이십세기폭스코리아(주)
마지막4중주,2013-07-25,미국,(주)티캐스트
더기버기억전달자,2014-08-20,미국,(주)지어소프트
더건맨,2015-04-16,프랑스/스페인/영국,롯데쇼핑㈜롯데엔터테인먼트
제로다크서티,2013-03-07,미국,(주)에스비에스콘텐츠허브
도희야,2014-05-22,한국,CGV아트하우스
우리가꿈꾸는기적인빅터스,2010-03-04,미국,워너브러더스 코리아(주)
프리덤,2015-11-19,미국,주식회사 마운틴픽쳐스
웨이백,2011-03-17,미국,(주)쇼박스
아마존의눈물,2010-03-25,한국,주식회사 마운틴픽쳐스
더시그널,2014-07-09,미국,롯데쇼핑㈜롯데엔터테인먼트
공주와개구리,2010-01-21,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
바람이분다,2013-09-05,일본,롯데쇼핑㈜롯데엔터테인먼트
니드포스피드,2014-04-16,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
미래의미라이,2019-01-16,일본,메가박스중앙(주)플러스엠
라스트엑소시즘,2010-12-01,미국,(주)시너지하우스 (시너지)
5백만불의사나이,2012-07-19,한국,씨제이이앤엠(주)
인사이드르윈,2014-01-29,미국/프랑스,블루미지
킹오브프리즘,2016-08-11,일본,(주)박수엔터테인먼트
꿈은이루어진다,2010-05-27,한국,씨제이엔터테인먼트
베리굿걸,2014-09-25,미국,(주)영화사 빅
다이버전트시리즈얼리전트,2016-05-12,미국,씨네그루(주)키다리이엔티
더테이블,2017-08-24,한국,(주)엣나인필름
워호스,2012-02-09,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
루시드드림,2017-02-22,한국,(주)넥스트엔터테인먼트월드(NEW)
박스트롤,2014-11-06,미국,유니버설픽쳐스인터내셔널 코리아(유)
일대종사,2013-08-22,중국,CGV아트하우스
ripd알아이피디,2013-08-22,미국,유니버설픽쳐스인터내셔널 코리아(유)
게이트,2018-02-28,한국,(주)제이앤씨미디어그룹
돌연변이,2015-10-22,한국,필라멘트픽쳐스
바닷마을다이어리,2015-12-17,일본,(주)티캐스트
극장판파워레인저트레인포스vs다이노포스themovie,2015-11-26,일본,(주)스마일이엔티/(주)영화사오원
딥워터호라이즌,2017-01-25,미국,메가박스중앙(주)플러스엠
미니특공대x,2018-03-22,한국,(주)삼지애니메이션
크게될놈,2019-04-18,한국,(주)영화사오원
라스트미션,2019-03-14,미국,워너브러더스 코리아(주)
타운,2011-01-27,미국,워너브러더스 코리아(주)
라이언,2017-02-01,호주/영국/미국,(주)이수C&E
로덴시아마법왕국의전설,2013-10-02,페루/아르헨티나,(주)영화사 빅
빌리와용감한녀석들3,2015-04-30,미국,롯데쇼핑㈜롯데엔터테인먼트
대병소장,2010-03-11,홍콩,(주)싸이더스
김광석,2017-08-30,한국,(주)비엠컬쳐스
맥베스,2015-12-03,영국/프랑스/미국,판씨네마(주)
이웃집에신이산다,2015-12-24,벨기에/프랑스/룩셈부르크,(주)엣나인필름
여중생a,2018-06-20,한국,롯데컬처웍스(주)롯데엔터테인먼트
레이디버드,2018-04-04,미국,유니버설픽쳐스인터내셔널 코리아(유)
콜드체이싱,2019-02-20,영국,(주)제이앤씨미디어그룹/TCO(주)더콘텐츠온
인류멸망보고서,2012-04-11,한국,롯데쇼핑㈜롯데엔터테인먼트/타임스토리그룹(주)
쓰리빌보드,2018-03-15,미국,이십세기폭스코리아(주)
다크타워희망의탑,2017-08-23,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
슈퍼빼꼼스파이대작전,2017-05-03,한국,메가박스중앙(주)플러스엠
하치이야기,2010-02-18,미국/영국,(주)프라임엔터테인먼트
나탈리,2010-10-28,한국,롯데쇼핑㈜롯데엔터테인먼트
바스티유데이,2016-10-13,미국/프랑스,롯데쇼핑㈜롯데엔터테인먼트
577프로젝트,2012-08-30,한국,필라멘트픽쳐스
기생령,2011-08-05,한국,롯데쇼핑㈜롯데엔터테인먼트
걷기왕,2016-10-20,한국,CGV아트하우스
무서운이야기3화성에서온소녀,2016-06-01,한국,롯데쇼핑㈜롯데엔터테인먼트
일사각오,2016-03-17,한국,파이오니아21
사일런스,2017-02-28,미국/대만/멕시코,씨네그루(주)키다리이엔티
초한지천하대전,2012-01-11,중국/홍콩,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
인비저블게스트,2017-09-21,스페인,(주)더블앤조이픽쳐스
나다니엘블레이크,2016-12-08,영국,(주)영화사 진진
나의산티아고,2016-07-14,독일,(주)영화사 진진
마야2,2018-02-01,독일,(주)영화사 빅
커다랗고커다랗고커다란배,2018-05-03,덴마크,예지림엔터테인먼트
베일리어게인,2018-11-22,미국,(주)홈초이스
프리스트,2011-06-09,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
원피스극장판z,2013-03-21,일본,씨제이이앤엠(주)
태풍이지나가고,2016-07-27,일본,(주)티캐스트
루이스,2018-09-20,독일,(주)스마일이엔티
본투비블루,2016-06-09,캐나다/영국/미국,그린나래미디어(주)
7번째아들,2015-02-11,미국/영국/캐나다,유니버설픽쳐스인터내셔널 코리아(유)
샤크나이트3d,2011-09-15,미국,(주)화앤담이엔티
철가방우수,2012-11-22,한국,씨제이이앤엠(주)
크리미널,2016-06-22,영국/미국,(주)영화사 빅
구스베이비,2019-01-16,미국,(주)이수C&E
포커스,2015-02-26,미국,워너브러더스 코리아(주)
마마,2013-01-23,미국,유니버설픽쳐스인터내셔널 코리아(유)
타워하이스트,2011-11-17,미국,유니버설픽쳐스인터내셔널 코리아(유)
노게임노라이프제로,2017-10-19,일본,(주)박수엔터테인먼트
써니감독판,2011-07-28,한국,씨제이이앤엠(주)
완벽한파트너,2011-11-17,한국,타임스토리그룹(주)
더매직리틀톰과도둑공주,2015-09-24,스페인/쿠바,㈜코리아스크린/와이드 릴리즈(주)
슈퍼미니,2014-04-10,프랑스,판씨네마(주)
오베라는남자,2016-05-25,스웨덴,(주)싸이더스/(주)디스테이션
페이스블라인드,2012-06-21,미국/프랑스/캐나다,(주)마인스 엔터테인먼트
더콜,2013-06-20,미국,(주)넥스트엔터테인먼트월드(NEW)
콜드라잇오브데이,2012-05-17,미국,씨너스엔터테인먼트(주)
살인자,2014-01-15,한국,(주)영화사 빅
레고무비2,2019-02-06,미국/덴마크/캐나다/노르웨이/호주,워너브러더스 코리아(주)
그대이름은장미,2019-01-16,한국,(주)리틀빅픽쳐스
락오브에이지,2012-08-02,미국,워너브러더스 코리아(주)
몬스터콜,2017-09-14,스페인,롯데쇼핑㈜롯데엔터테인먼트
사우스포,2015-12-03,미국,씨네그루(주)다우기술
갤로우즈,2015-09-03,미국,워너브러더스 코리아(주)
팅커테일러솔저스파이,2012-02-09,영국/프랑스/독일,팝엔터테인먼트
셜록놈즈,2018-10-03,미국,씨네그루(주)키다리이엔티/(주)삼백상회
허큘리스,2014-08-06,미국,워너브러더스 코리아(주)
플로리다프로젝트,2018-03-07,미국,오드
슈퍼프렌즈,2016-08-10,한국,씨네그루(주)키다리이엔티
숀더쉽,2015-08-13,영국/프랑스,(주)박수엔터테인먼트
빅아이즈,2015-01-28,미국,판씨네마(주)
레전드오브래빗,2012-02-22,중국,(주)화앤담이엔티
유스,2016-01-07,이탈리아/프랑스/스위스/영국,그린나래미디어(주)
필립모리스,2010-07-01,프랑스,㈜케이디미디어
옥보단3d,2011-05-12,홍콩,(주)화앤담이엔티
극장판썬더일레븐go궁극의우정그리폰,2012-05-24,일본,에이원엔터테인먼트
신은죽지않았다3어둠속의빛,2018-07-19,미국,(주)영화사 그램/(재)CBS
스위치,2010-12-01,미국,씨너스엔터테인먼트(주)
와일드,2015-01-22,미국,이십세기폭스코리아(주)
짱구는못말려극장판엄청맛있어b급음식서바이벌,2014-04-03,일본,롯데쇼핑㈜롯데엔터테인먼트
지랄발광17세,2017-06-28,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
뷰티풀크리처스,2013-04-18,미국,롯데쇼핑㈜롯데엔터테인먼트
더이퀄라이저,2015-01-28,미국,유니버설픽쳐스인터내셔널 코리아(유)
씬시티다크히어로의부활,2014-09-11,미국,메가박스중앙(주)플러스엠
파도가지나간자리,2017-03-08,미국/뉴질랜드/영국,CGV아트하우스
다이노x탐험대,2016-05-04,한국,(주)이수C&E
출국,2018-11-14,한국,
아따맘마극장판,2011-02-17,일본,에이원엔터테인먼트
꼬마참새리차드아프리카원정대,2017-06-15,독일/벨기에/룩셈부르크/노르웨이,씨네그루(주)키다리이엔티
터널3d,2014-08-20,한국,(주)박수엔터테인먼트
원챈스,2014-03-13,영국/미국,(주)넥스트엔터테인먼트월드(NEW)
최악의하루,2016-08-25,한국,CGV아트하우스
지금은맞고그때는틀리다,2015-09-24,한국,(주)영화제작전원사 /(주)넥스트엔터테인먼트월드(NEW)
엑스페리먼트,2010-08-11,미국,(주)새인컴퍼니
아무르,2012-12-19,프랑스/독일/오스트리아 ,(주)티캐스트
프렌즈위드베네핏,2011-10-27,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
로스트인더스트,2016-11-03,미국,메가박스중앙(주)플러스엠
오마이그랜파,2016-03-17,미국,판씨네마(주)
꿀벌하치의대모험,2011-01-13,일본,(주)박수엔터테인먼트/에이원엔터테인먼트
드래곤스펠마법꽃의비밀,2017-08-15,독일/우크라이나,㈜코리아스크린
페이스오브러브,2014-04-16,미국,(주)영화사 빅
분신사바2,2014-07-16,중국/한국,(주)팝엔터테인먼트
너와100번째사랑,2017-05-25,일본,(주)디스테이션
토토의움직이는숲,2013-06-20,덴마크,(주)미디어데이
오즈신기한마법가루,2017-07-20,러시아,(주)스마일이엔티
